801,107,1711052286659,-523
802,209,1711970513552,951
803,111,1707736395392,417
804,305,1713543546543,-158
805,302,1706743810457,-616
806,102,1713648388364,668
807,207,1713282074411,-393
808,203,1707039976822,257
809,204,1710114613537,-653
810,205,1715975182347,441
811,206,1708629453781,18
812,310,1713904326000,467
813,104,1710452498667,300
814,104,1714399407964,733
815,307,1708328382653,889
816,104,1708690298351,199
817,101,1712343559059,-88
818,111,1709650139595,843
819,205,1715487301579,910
820,202,1714314205260,-481
821,108,1714476251081,-977
822,309,1709460447489,137
823,105,1713416099858,178
824,101,1709494971835,-425
825,110,1710526363750,681
826,305,1712575837995,-786
827,101,1714132076802,-876
828,310,1708016072955,108
829,206,1710068086160,117
830,306,1710165127327,923
831,104,1709968777114,-330
832,301,1708383793607,968
833,202,1714015962068,138
834,208,1708105806708,952
835,106,1715982892413,-801
836,201,1712333177673,683
837,105,1711465938546,-587
838,302,1707331617016,807
839,202,1716227448996,135
840,201,1709473090743,584
841,301,1713167998003,-59
842,107,1708532870866,186
843,106,1707959205561,-243
844,206,1711001944099,-742
845,206,1711982184655,770
846,310,1711611263743,-945
847,309,1715915146978,888
848,211,1714666650260,496
849,310,1714843692748,-410
850,203,1714020948648,-488
851,210,1714807210878,-162
852,106,1707549662186,500
853,202,1712760015965,-371
854,303,1715404825602,865
855,212,1711821114311,-348
856,111,1715773281348,-137
857,204,1714729537287,-324
858,303,1711627377957,-848
859,208,1713599504035,-474
860,306,1715264186133,538
861,105,1712299969393,-77
862,309,1716195131740,-354
863,109,1707987293163,-908
864,109,1712992787964,469
865,204,1707993747242,-126
866,104,1712952041839,697
867,201,1715996870729,218
868,109,1713002660655,-572
869,309,1715789464439,657
870,203,1710538304370,-454
871,207,1715727584645,-568
872,208,1713705546365,-912
873,204,1716414456470,-113
874,307,1710058377353,300
875,307,1710738781031,724
876,312,1715955965559,917
877,306,1711129323484,763
878,310,1716356090124,-201
879,108,1712151612875,-580
880,308,1709171026169,981
881,111,1713190661363,226
882,209,1707235007813,-174
883,209,1707134520372,-644
884,103,1713947362732,249
885,103,1711727605078,-475
886,112,1710495635059,296
887,212,1712237472771,-297
888,205,1706710692000,-478
889,211,1706592003728,-549
890,204,1715988436308,995
891,312,1713708999377,-578
892,208,1710984072364,-547
893,101,1715312599030,-460
894,212,1713909970758,-36
895,110,1715764140343,118
896,201,1708205602034,274
897,109,1707151736978,-641
898,311,1714640120195,-771
899,104,1708799522655,232
900,211,1714921401686,697
901,205,1710200409652,-694
902,107,1710679418014,67
903,306,1709549053775,315
904,107,1715524956681,-627
905,105,1710408739224,722
906,102,1715070318931,-182
907,103,1710485937104,-309
908,205,1713414459949,-396
909,210,1713203568484,379
910,111,1715551984678,-445
911,112,1711074038879,-680
912,304,1710882197929,-402
913,304,1710201418572,186
914,301,1711544083458,215
915,311,1711356471219,574
916,206,1713801070385,595
917,308,1710490400051,-855
918,302,1713560893069,-979
919,209,1711845237971,539
920,106,1716236430518,653
921,304,1709542144504,28
922,211,1713796445416,-537
923,209,1708673993802,476
924,105,1707115114443,547
925,208,1708374142875,-409
926,101,1708717842619,46
927,112,1712509139302,87
928,110,1714465282729,700
929,112,1709892833543,468
930,208,1712939761395,-845
931,112,1714897386239,-312
932,312,1709320593650,-52
933,303,1712247457076,956
934,108,1710973577303,-483
935,303,1709644386498,-993
936,110,1708207059018,-994
937,103,1711223607894,926
938,101,1707075485743,224
939,112,1706975011961,-334
940,101,1707574207120,449
941,207,1708903380679,745
942,303,1708211095429,344
943,112,1708547457714,869
944,109,1711687662994,733
945,209,1709619093738,-413
946,210,1709131673794,612
947,105,1716275411578,268
948,109,1710079621305,-757
949,211,1716415043740,-995
950,205,1706761569320,440
951,108,1708596642262,671
952,310,1713851953497,-719
953,211,1709609017760,199
954,212,1707080094440,-506
955,305,1713446031161,-959
956,105,1708384863914,911
957,204,1709766332772,952
958,210,1707389864855,-253
959,111,1710156960807,-93
960,105,1716402007210,722
961,201,1714225827014,-644
962,105,1715123464810,-355
963,210,1712071329950,-343
964,204,1707029198432,-519
965,111,1713318399841,-877
966,309,1713086916350,255
967,207,1711166939504,214
968,307,1712468994761,-398
969,208,1706783368958,-974
970,109,1708140930971,490
971,203,1712203800813,-661
972,206,1715316098088,438
973,304,1707144626228,944
974,208,1712364288184,-926
975,212,1716380099889,997
976,312,1713479206455,293
977,303,1713876118142,750
978,209,1712034337456,-729
979,107,1708307152932,838
980,108,1707796064387,-577
981,106,1711054412731,-390
982,301,1709941369096,-941
983,205,1710562783247,-844
984,311,1712533246137,-345
985,301,1711478262876,-717
986,306,1711268709919,-286
987,106,1711233461380,-609
988,205,1712662594272,445
989,209,1713286825134,-627
990,102,1706996221081,-53
991,305,1712524699564,747
992,310,1713099193436,221
993,303,1711197912599,481
994,111,1713152601262,169
995,102,1716376174589,272
996,104,1715013363093,-449
997,201,1716491724029,506
998,109,1714839952881,540
999,310,1708654656907,-78
1000,301,1713440128126,454
