601,108,1712117482907,528
602,101,1707157357495,-508
603,307,1711418443338,-235
604,210,1714575533560,553
605,301,1711114004747,458
606,206,1715578977484,-400
607,112,1711806572132,-411
608,305,1708829350406,879
609,108,1711632605103,-798
610,305,1707800255950,22
611,312,1708288011993,-666
612,204,1714488383949,-188
613,302,1708268209946,-754
614,307,1715089514179,-84
615,302,1707930283778,345
616,103,1712193602179,-625
617,210,1715654044798,577
618,209,1707467968734,762
619,301,1714571481250,446
620,302,1713581666404,-239
621,204,1714740852466,-455
622,103,1707890976185,146
623,304,1712857602287,307
624,108,1707363345533,746
625,212,1714754378538,-434
626,303,1714739813282,-345
627,109,1708990754881,923
628,304,1708847342741,748
629,307,1713239970461,769
630,209,1708794173521,-83
631,109,1715879630609,804
632,207,1711948114225,-806
633,206,1710096464059,-957
634,211,1712650565196,774
635,206,1713685475553,-872
636,108,1709864216128,-674
637,306,1715724900247,-149
638,309,1712849217724,104
639,301,1713555983665,-908
640,102,1716339311452,-6
641,308,1710509895624,46
642,202,1709397900295,-425
643,311,1708944816911,441
644,303,1716442643852,-321
645,305,1712637364143,943
646,302,1712457123711,413
647,201,1712531844569,-432
648,204,1711565075551,819
649,212,1711868577411,-859
650,108,1711454260448,549
651,210,1706892607978,397
652,111,1713885116151,-757
653,109,1707524683334,-559
654,301,1714154996026,-534
655,308,1709394309030,917
656,103,1709887127194,-228
657,105,1714913806723,-831
658,303,1709825484555,804
659,312,1707491243305,-824
660,210,1714238122419,695
661,309,1713866411672,-665
662,303,1716397631497,289
663,101,1712664182203,-208
664,308,1715870201535,-988
665,210,1709801241663,966
666,101,1711557416835,748
667,109,1711852465173,381
668,303,1714242659135,-753
669,310,1708936483129,-671
670,103,1709877166066,-214
671,105,1710359848388,16
672,310,1712724202823,314
673,305,1715702975675,989
674,101,1715783840540,-90
675,103,1713891890995,-272
676,209,1711157209811,982
677,208,1707719819814,566
678,111,1708919062763,672
679,109,1708212448101,-994
680,107,1709724265204,-237
681,312,1714393441941,-375
682,203,1715946938881,-757
683,209,1708640284731,-590
684,208,1707440611398,54
685,212,1709325693975,-986
686,106,1710478316954,951
687,204,1711891820415,-509
688,212,1706558904443,-377
689,211,1706707927915,760
690,104,1709816327608,501
691,206,1714643955840,-395
692,111,1709957704534,924
693,204,1710744784560,-924
694,304,1716506537652,-868
695,106,1707865752325,-307
696,206,1714248320472,988
697,302,1715298511201,662
698,209,1710629913523,-126
699,109,1707536775991,-832
700,104,1707780517725,-495
701,203,1706649654598,-983
702,105,1713772878707,854
703,111,1711935598358,767
704,104,1708651624482,-910
705,103,1713654375187,181
706,312,1708988210331,-494
707,307,1711275818969,-926
708,107,1711744451975,999
709,109,1712587642267,-466
710,109,1712219851587,-920
711,304,1707251747792,-640
712,301,1714055670861,588
713,304,1712972713260,428
714,202,1715152032395,374
715,310,1710554117700,-723
716,112,1708874007526,619
717,106,1712663742385,629
718,208,1714723442826,11
719,212,1708605468926,414
720,108,1708884680196,-764
721,109,1706756733537,907
722,212,1708357777368,-567
723,210,1710451702387,691
724,312,1712835037494,362
725,109,1706650248963,-977
726,301,1715599473256,-728
727,211,1709626187309,891
728,105,1714853466815,478
729,103,1708726368575,92
730,102,1715719373277,-419
731,309,1708474669930,-646
732,207,1710589819611,-398
733,109,1711785509002,858
734,309,1714536327250,-746
735,102,1713959436245,75
736,210,1716450334720,786
737,308,1715151944073,576
738,310,1710180516737,-803
739,205,1708662356206,-950
740,303,1711645224469,-529
741,304,1708399380312,463
742,108,1710964641338,-851
743,105,1713901997918,-556
744,303,1714701830769,-758
745,308,1710140935552,32
746,205,1711420631185,-961
747,208,1715928800534,887
748,303,1707728675834,280
749,312,1716468709890,374
750,111,1710198914917,-696
751,206,1707834304596,-92
752,306,1708278468700,-828
753,311,1712296627645,791
754,303,1708135790797,-933
755,106,1707782242986,896
756,104,1707041621544,765
757,207,1707627783140,811
758,102,1713229416387,-788
759,303,1715339335982,-406
760,207,1711786397591,434
761,102,1715249935672,661
762,104,1711899721365,254
763,101,1706741029645,-291
764,107,1706890463612,85
765,101,1713722641407,-749
766,101,1712921388064,164
767,107,1710709500520,-627
768,107,1710009794015,-891
769,107,1707707089151,527
770,201,1710493497022,-600
771,111,1716444869484,-749
772,303,1709540341867,744
773,209,1708366408521,-489
774,108,1708032034477,294
775,101,1709222437899,-100
776,112,1714902631384,-811
777,207,1710722901625,-984
778,301,1716399859800,-908
779,211,1713473727021,750
780,203,1708889807292,891
781,105,1710528599585,383
782,203,1713149602489,-722
783,305,1713363335953,-306
784,309,1709979642103,41
785,208,1712939660482,-598
786,202,1707760770105,-510
787,202,1707644129911,-380
788,301,1714198670892,-629
789,201,1714976697937,645
790,211,1716435764491,27
791,301,1711098966756,841
792,304,1711924981745,-20
793,107,1713089927795,177
794,305,1710311982686,895
795,203,1706700295969,-243
796,303,1710536873204,726
797,207,1715045410685,414
798,307,1706839572931,600
799,103,1713839662147,-981
800,105,1714484718792,-371
